Date,NFT Name,ITEM ,Method,Alpha Group,Mint/NFT Cost (ETH),Mint/NFT Cost ($),Gas Fee (ETH),Gas Fees ($),Listing Fee Total (ETH),Listing Fee Total ($),Cost of Trade (ETH),Sell Price (ETH),Breakeven,OS Fee,Royalty Fee,Total Fees (ETH),Initial + Fee (ETH),Eth Expect to Receive,Location,Type,Wallet,Transfer?
12/20/2022,,5,Secondary,NP,0.1139,$138.02,0.0017,$2.10,0.0000,$0.00,0.1156,0.0000,0.1322,2.5%,10.0%,0.0017,0.1156,0.0000,MM Wallet,NFT,Ledger,
12/20/2022,,5,Secondary,NP,0.1150,$139.36,0.0017,$2.10,0.0000,$0.00,0.1167,0.0000,0.1334,2.5%,10.0%,0.0017,0.1167,0.0000,MM Wallet,NFT,Ledger,
12/21/2022,,531,Secondary,AZ,0.0042,$5.07,0.0029,$3.49,0.0009,$1.07,0.0079,0.0067,0.0086,2.5%,5.0%,0.0043,0.0084,0.0062,MM Wallet,NFT,Old Wallet,NO
12/21/2022,,533,Secondary,AZ,0.0042,$5.07,0.0029,$3.49,0.0000,$0.00,0.0070,0.0067,0.0076,2.5%,5.0%,0.0034,0.0075,0.0062,MM Wallet,NFT,Old Wallet,NO
12/21/2022,,540,Secondary,AZ,0.0042,$5.07,0.0029,$3.49,0.0000,$0.00,0.0070,0.0067,0.0076,2.5%,5.0%,0.0034,0.0075,0.0062,MM Wallet,NFT,Old Wallet,NO
12/21/2022,,7,Mint,NP,0.0000,$0.00,0.0028,$3.41,0.0019,$2.30,0.0047,,0.0054,2.5%,10.0%,0.0047,0.0047,0.0000,MM Wallet,NFT,Ledger,
12/21/2022,,7,Mint,NP,0.0000,$0.00,0.0027,$3.27,0.0000,$0.00,0.0027,,0.0031,2.5%,10.0%,0.0027,0.0027,0.0000,MM Wallet,NFT,Ledger,
12/23/2022,,213,Secondary,NP,0.0200,$24.28,0.0052,$6.36,0.0009,$1.14,0.0262,0.0066,0.0268,2.5%,0.0%,0.0063,0.0263,0.0064,MM Wallet,NFT,Old Wallet,NO
12/23/2022,,234,Secondary,NP,0.0200,$24.28,0.0052,$6.36,0.0000,$0.00,0.0252,0.0067,0.0259,2.5%,0.0%,0.0054,0.0254,0.0065,MM Wallet,NFT,Old Wallet,NO
12/23/2022,,63,Mint,AZ,0.0020,$2.44,0.0004,$0.47,0.0008,$0.96,0.0032,0.0094,0.0033,2.5%,0.0%,0.0014,0.0034,0.0092,MM Wallet,NFT,Old Wallet,NO
12/23/2022,,64,Mint,AZ,0.0020,$2.44,0.0004,$0.47,0.0000,$0.00,0.0024,0.0159,0.0024,2.5%,0.0%,0.0008,0.0028,0.0155,MM Wallet,NFT,Old Wallet,NO
12/23/2022,,65,Mint,AZ,0.0020,$2.44,0.0004,$0.47,0.0000,$0.00,0.0024,0.0087,0.0024,2.5%,0.0%,0.0006,0.0026,0.0085,MM Wallet,NFT,Old Wallet,NO
12/23/2022,,66,Mint,AZ,0.0020,$2.44,0.0004,$0.47,0.0000,$0.00,0.0024,0.0120,0.0024,2.5%,0.0%,0.0007,0.0027,0.0117,MM Wallet,NFT,Old Wallet,NO
,,66,Mint,AZ,0.0020,$2.44,0.0004,$0.47,0.0000,$0.00,0.0024,0.0120,0.0024,2.5%,0.0%,0.0007,0.0027,0.0117,MM Wallet,NFT,Old Wallet,NO
12/25/2022,,8,Mint,AZ,0.0020,$2.43,0.0003,$0.35,0.0008,$1.03,0.0031,0.0100,0.0032,2.5%,0.0%,0.0014,0.0034,0.0098,MM Wallet,NFT,Old Wallet,NO
12/25/2022,,9,Mint,AZ,0.0020,$2.43,0.0003,$0.35,0.0000,$0.00,0.0023,0.0100,0.0023,2.5%,0.0%,0.0005,0.0025,0.0098,MM Wallet,NFT,Old Wallet,NO
12/25/2022,,10,Mint,AZ,0.0020,$2.43,0.0003,$0.35,0.0000,$0.00,0.0023,0.0100,0.0023,2.5%,0.0%,0.0005,0.0025,0.0098,MM Wallet,NFT,Old Wallet,NO
12/25/2022,,11,Mint,AZ,0.0020,$2.43,0.0003,$0.35,0.0000,$0.00,0.0023,0.0100,0.0023,2.5%,0.0%,0.0005,0.0025,0.0098,MM Wallet,NFT,Old Wallet,NO
12/25/2022,,12,Mint,AZ,0.0020,$2.43,0.0003,$0.35,0.0000,$0.00,0.0023,0.0100,0.0023,2.5%,0.0%,0.0005,0.0025,0.0098,MM Wallet,NFT,Old Wallet,NO
12/29/2022,,34227,Mint,NP,0.0000,$0.00,0.0029,$4.82,0.0012,$1.86,0.0041,0.0000,0.0047,2.5%,10.0%,0.0041,0.0041,0.0000,MM Wallet,NFT,Old Wallet,NO
12/29/2022,,1,Mint,AG,0.0260,$31.10,0.0059,$7.02,0.0000,$0.00,0.0319,,0.0364,2.5%,10.0%,0.0059,0.0319,0.0000,MM Wallet,NFT,Ledger,
12/31/2022,,1,Mint,WP,0.0000,$0.00,0.0021,$2.51,0.0000,$0.00,0.0021,,0.0024,2.5%,10.0%,0.0021,0.0021,0.0000,MM Wallet,NFT,Ledger,
12/31/2022,,4,Mint,WP,0.0000,$0.00,0.0020,$2.36,0.0000,$0.00,0.0020,0.0000,0.0022,2.5%,10.0%,0.0020,0.0020,0.0000,MM Wallet,NFT,Ledger,
12/31/2022,,3,Mint,WP,0.0000,$0.00,0.0021,$2.54,0.0010,$1.51,0.0031,0.0190,0.0035,2.5%,10.0%,0.0055,0.0055,0.0166,MM Wallet,NFT,Ledger,
